Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-1273.386	-1491.866	218.4803	1.677723	0.8791006
6	-1284.658	-1503.127	218.4694	1.514467	1.059544
12	-1270.931	-1489.468	218.5366	1.648931	0.8464778
18	-1274.651	-1493.091	218.4402	1.849225	0.6982034
24	-1272.833	-1491.146	218.3129	2.028396	0.5767377
30	-1283.643	-1501.205	217.562	1.206568	1.979745
36	-1282.297	-1500.232	217.935	1.150558	1.763383
42	-1274.81	-1493.298	218.4884	1.563164	0.9935492
48	-1279.202	-1497.478	218.2754	1.679969	1.086255
54	-1285.112	-1503.295	218.183	1.522503	1.301586
60	-1272.14	-1488.856	216.7156	1.090792	2.596457
66	-1279.442	-1495.588	216.1458	1.009614	2.993015
72	-1267.789	-1484.59	216.8011	0.967924	2.619527
78	-1278.144	-1495.161	217.0173	0.9375107	2.504118
84	-1279.92	-1496.967	217.0475	0.9142078	2.49981
90	-1284.531	-1502.818	218.2875	1.222585	1.455002
96	-1281.041	-1499.001	217.9597	1.292825	1.64521
102	-1291.016	-1508.708	217.6921	1.370889	1.779128
108	-1281.714	-1500.061	218.3462	1.544801	1.144566
114	-1292.022	-1510.356	218.3334	1.540492	1.159721
120	-1276.742	-1495.038	218.2964	1.373486	1.330344
126	-1282.898	-1501.114	218.216	1.246174	1.491306
132	-1264.828	-1482.725	217.8968	1.182958	1.767454
138	-1279.731	-1497.033	217.3025	1.052384	2.25076
144	-1273.637	-1491.024	217.3874	1.197711	2.101289
150	-1280.426	-1497.575	217.1499	1.14399	2.28986
156	-1264.804	-1482.289	217.4847	1.195639	2.038493
162	-1261.233	-1478.827	217.5946	1.210824	1.955051
168	-1273.387	-1491.278	217.8915	1.198271	1.760452
174	-1304.161	-1522.17	218.0089	1.331326	1.581708
180	-1280.303	-1498.001	217.6979	1.313964	1.814523
186	-1284.391	-1502.111	217.7201	1.183415	1.888788
192	-1276.73	-1493.539	216.8085	0.9912192	2.600557
198	-1278.019	-1494.772	216.7533	1.046398	2.600557
204	-1282.271	-1499.19	216.9196	1.046398	2.497142
210	-1280.782	-1498.571	217.7892	1.408708	1.684285
216	-1272.697	-1489.415	216.7178	1.14983	2.558429
222	-1282.138	-1500.188	218.0501	1.209014	1.640487
228	-1282.771	-1500.553	217.7817	1.471521	1.644708
234	-1287.794	-1505.588	217.7943	1.36304	1.713027
240	-1281.741	-1499.216	217.4746	1.01339	2.164682
246	-1276.72	-1494.712	217.9918	1.308084	1.611092
252	-1280.919	-1498.723	217.8043	1.243094	1.789969
258	-1277.456	-1495.132	217.6758	1.152552	1.939638
264	-1290.139	-1507.299	217.1592	1.161049	2.273005
270	-1274.603	-1492.838	218.2355	1.390813	1.36499
276	-1275.197	-1493.64	218.4431	1.595956	1.006096
282	-1287.628	-1505.46	217.8321	1.230669	1.779275
288	-1286.304	-1503.212	216.9089	0.9294656	2.576625
294	-1277.182	-1495.633	218.4507	1.70162	0.8857339
300	-1273.52	-1492.018	218.4981	1.720131	0.8049399
306	-1275.28	-1493.846	218.5662	1.732664	0.6810906
312	-1298.278	-1516.378	218.0995	1.533422	1.359711
318	-1290.68	-1509.038	218.3587	1.595093	1.087717
324	-1262.902	-1481.336	218.4332	1.502549	1.104265
330	-1266.516	-1485.02	218.5034	1.432369	1.104265
336	-1263.432	-1481.746	218.3138	1.442841	1.259686
342	-1266.456	-1484.918	218.4627	1.341268	1.219998
348	-1272.658	-1490.912	218.2548	1.487171	1.271794
354	-1270.591	-1488.967	218.3754	1.379631	1.260968
360	-1274.338	-1492.398	218.0604	1.344675	1.533912
366	-1292.93	-1510.865	217.9357	1.166354	1.751884
372	-1294.032	-1510.503	216.4706	0.9163717	2.853305
378	-1283.022	-1500.132	217.1099	1.065099	2.365596
384	-1269.239	-1486.466	217.2267	0.9448006	2.367776
390	-1272.061	-1489.574	217.5134	1.170686	2.036031
396	-1275.768	-1493.166	217.3974	1.253211	2.058175
402	-1255.178	-1472.584	217.4058	1.091293	2.158792
408	-1269.477	-1486.909	217.4317	1.172995	2.088411
414	-1263.207	-1479.907	216.7	1.188539	2.545416
420	-1258.469	-1475.999	217.53	1.066126	2.094022
426	-1269.402	-1485.725	216.3228	0.990189	2.898102
432	-1274.732	-1491.851	217.1192	0.9812486	2.412718
438	-1270.147	-1487.533	217.3862	1.048088	2.199552
444	-1273.128	-1491.515	218.3869	1.395092	1.238563
450	-1267.805	-1486.305	218.5	1.572465	0.9722212
456	-1267.732	-1485.582	217.8494	1.370278	1.668746
462	-1285.646	-1503.23	217.5847	1.175119	1.985608
468	-1286.105	-1503.684	217.5788	1.157336	2.001442
474	-1286.152	-1504.608	218.4561	1.562694	1.025983
480	-1278.16	-1496.142	217.9819	1.338458	1.596225
486	-1273.491	-1491.475	217.9832	1.337071	1.596225
492	-1270.111	-1488.069	217.9575	1.210838	1.705253
498	-1278.229	-1495.969	217.7403	1.31783	1.782533
504	-1281.347	-1499.435	218.0889	1.285342	1.556713
510	-1280.817	-1499.331	218.5147	1.719423	0.7834645
516	-1267.416	-1485.856	218.4403	1.891102	0.6082934
522	-1273.073	-1491.353	218.28	2.023712	0.6718557
528	-1273.721	-1492.227	218.5064	1.845036	0.5171104
534	-1274.048	-1492.407	218.359	1.953149	0.65471
540	-1281.727	-1500.182	218.4548	1.883091	0.5888313
546	-1286.678	-1505.136	218.4578	1.862202	0.637408
552	-1284.919	-1503.346	218.4278	1.923584	0.4837186
558	-1275.464	-1493.838	218.3741	1.977877	0.5044407
